source,text,answer,answer2
Laptop-ACOS/train.txt,"now , my wifi connectivity goes up and down with regularity .","[['PORTS#CONNECTIVITY', '9,26', '-1,-1', '0']]","[['PORTS#CONNECTIVITY', 'wifi connectivity', None, '0']]"
Laptop-ACOS/train.txt,not super confident this asus unit will last half that long .,"[['LAPTOP#GENERAL', '25,34', '-1,-1', '1']]","[['LAPTOP#GENERAL', 'asus unit', None, '1']]"
Laptop-ACOS/train.txt,it ' s not worth what i paid for it .,"[['LAPTOP#GENERAL', '0,2', '7,16', '0']]","[['LAPTOP#GENERAL', 'it', 'not worth', '0']]"
Laptop-ACOS/train.txt,i will never buy an apple product again .,"[['LAPTOP#GENERAL', '20,33', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'apple product', None, '0']]"
Laptop-ACOS/train.txt,beautiful machine .,"[['LAPTOP#DESIGN_FEATURES', '10,17', '0,9', '2']]","[['LAPTOP#DESIGN_FEATURES', 'machine', 'beautiful', '2']]"
Laptop-ACOS/train.txt,app game ( simpsons tapped out ) ( i know don ' t judge ) lags at every moment .,"[['SOFTWARE#OPERATION_PERFORMANCE', '0,8', '-1,-1', '0']]","[['SOFTWARE#OPERATION_PERFORMANCE', 'app game', None, '0']]"
Laptop-ACOS/train.txt,chromebook is 2 months old and charger stopped working .,"[['POWER_SUPPLY#OPERATION_PERFORMANCE', '31,38', '-1,-1', '0']]","[['POWER_SUPPLY#OPERATION_PERFORMANCE', 'charger', None, '0']]"
Laptop-ACOS/train.txt,called customer service twice only to learn that i need to return old charger ( i pay $ 15 to return ) .,"[['SUPPORT#GENERAL', '7,23', '-1,-1', '0']]","[['SUPPORT#GENERAL', 'customer service', None, '0']]"
Laptop-ACOS/train.txt,there is a buzzing sound that comes from inside of the keyboard .,"[['KEYBOARD#OPERATION_PERFORMANCE', '55,63', '-1,-1', '0']]","[['KEYBOARD#OPERATION_PERFORMANCE', 'keyboard', None, '0']]"
Laptop-ACOS/train.txt,"excellent product , feels like quality all the way around .","[['LAPTOP#QUALITY', '10,17', '0,9', '2']]","[['LAPTOP#QUALITY', 'product', 'excellent', '2']]"
Laptop-ACOS/train.txt,"product keyboard just stopped working after 6 months of use - called asus , and you have to ship it off for a two weeks repair .","[['KEYBOARD#OPERATION_PERFORMANCE', '8,16', '-1,-1', '0']]","[['KEYBOARD#OPERATION_PERFORMANCE', 'keyboard', None, '0']]"
Laptop-ACOS/train.txt,the chromebook seems to be working fine now and my daughter does love it .,"[['LAPTOP#GENERAL', '4,14', '35,39', '2'], ['LAPTOP#GENERAL', '4,14', '65,69', '2']]","[['LAPTOP#GENERAL', 'chromebook', 'fine', '2'], ['LAPTOP#GENERAL', 'chromebook', 'love', '2']]"
Laptop-ACOS/train.txt,this is exactly what i needed in a laptop .,"[['LAPTOP#GENERAL', '35,41', '-1,-1', '2']]","[['LAPTOP#GENERAL', 'laptop', None, '2']]"
Laptop-ACOS/train.txt,"however , the speakers are already starting to crackle , and i haven ' t even had the thing for a week .","[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '14,22', '-1,-1', '0']]","[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'speakers', None, '0']]"
Laptop-ACOS/train.txt,"i still love the laptop , i ' m just a bit disappointed by this and i hope it ' s the only issue i see .","[['LAPTOP#GENERAL', '17,23', '8,12', '1']]","[['LAPTOP#GENERAL', 'laptop', 'love', '1']]"
Laptop-ACOS/train.txt,the battery is far below what i expected .,"[['BATTERY#QUALITY', '4,11', '-1,-1', '0']]","[['BATTERY#QUALITY', 'battery', None, '0']]"
Laptop-ACOS/train.txt,this computer seemed very exciting but after having troubles with 3 of them i give up .,"[['LAPTOP#GENERAL', '5,13', '26,34', '2'], ['LAPTOP#QUALITY', '5,13', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'computer', 'exciting', '2'], ['LAPTOP#QUALITY', 'computer', None, '0']]"
Laptop-ACOS/train.txt,"moreover i ' m quite upset because it seems amazon will not pay me back the shipping fees , which for me amount to about 100 $ as i live in france .","[['SHIPPING#GENERAL', '44,50', '21,26', '0']]","[['SHIPPING#GENERAL', 'amazon', 'upset', '0']]"
Laptop-ACOS/train.txt,the track pad has now stopped working .,"[['KEYBOARD#OPERATION_PERFORMANCE', '4,13', '-1,-1', '0']]","[['KEYBOARD#OPERATION_PERFORMANCE', 'track pad', None, '0']]"
Laptop-ACOS/train.txt,it is my only device with this issue in my home .,"[['LAPTOP#GENERAL', '14,20', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'device', None, '0']]"
Laptop-ACOS/train.txt,i think it works well except for the wifi which is spotty .,"[['LAPTOP#GENERAL', '-1,-1', '17,21', '2'], ['LAPTOP#CONNECTIVITY', '37,41', '51,57', '0']]","[['LAPTOP#GENERAL', None, 'well', '2'], ['LAPTOP#CONNECTIVITY', 'wifi', 'spotty', '0']]"
Laptop-ACOS/train.txt,it keeps disconnecting .,"[['LAPTOP#CONNECTIVITY', '-1,-1', '-1,-1', '0']]","[['LAPTOP#CONNECTIVITY', None, None, '0']]"
Laptop-ACOS/train.txt,"in total , it took 4 updates to access the google play store - - completely unacceptable !","[['SOFTWARE#USABILITY', '43,60', '76,88', '0']]","[['SOFTWARE#USABILITY', 'google play store', 'unacceptable', '0']]"
Laptop-ACOS/train.txt,"up until this point , asus chromebooks have been my favorite .","[['LAPTOP#GENERAL', '22,38', '52,60', '2']]","[['LAPTOP#GENERAL', 'asus chromebooks', 'favorite', '2']]"
Laptop-ACOS/train.txt,"i chose this device because of its power , app store , and a few other features trading off the option for an onboard stylus and improved screen resolution .","[['POWER_SUPPLY#GENERAL', '35,40', '-1,-1', '2'], ['SOFTWARE#GENERAL', '43,52', '-1,-1', '2'], ['DISPLAY#QUALITY', '138,155', '129,137', '2']]","[['POWER_SUPPLY#GENERAL', 'power', None, '2'], ['SOFTWARE#GENERAL', 'app store', None, '2'], ['DISPLAY#QUALITY', 'screen resolution', 'improved', '2']]"
Laptop-ACOS/train.txt,it also has a great backlit keyboard .,"[['KEYBOARD#DESIGN_FEATURES', '20,36', '14,19', '2']]","[['KEYBOARD#DESIGN_FEATURES', 'backlit keyboard', 'great', '2']]"
Laptop-ACOS/train.txt,i love how i can charge my laptop on both sides of the device .,"[['LAPTOP#DESIGN_FEATURES', '27,33', '2,6', '2'], ['LAPTOP#DESIGN_FEATURES', '55,61', '2,6', '2']]","[['LAPTOP#DESIGN_FEATURES', 'laptop', 'love', '2'], ['LAPTOP#DESIGN_FEATURES', 'device', 'love', '2']]"
Laptop-ACOS/train.txt,wifi sketchy to nonexistent .,"[['PORTS#QUALITY', '0,4', '5,12', '0']]","[['PORTS#QUALITY', 'wifi', 'sketchy', '0']]"
Laptop-ACOS/train.txt,i much suspect that google ' s half baked sustem is at fault .,"[['OS#GENERAL', '20,48', '-1,-1', '0']]","[['OS#GENERAL', ""google ' s half baked sustem"", None, '0']]"
Laptop-ACOS/train.txt,"i liked the look , the speed , and the quality of the device but two had problems and not giving it a 3rd try .","[['LAPTOP#DESIGN_FEATURES', '12,16', '2,7', '2'], ['LAPTOP#OPERATION_PERFORMANCE', '23,28', '2,7', '2'], ['LAPTOP#QUALITY', '54,60', '2,7', '2'], ['LAPTOP#GENERAL', '-1,-1', '-1,-1', '0']]","[['LAPTOP#DESIGN_FEATURES', 'look', 'liked', '2'], ['LAPTOP#OPERATION_PERFORMANCE', 'speed', 'liked', '2'], ['LAPTOP#QUALITY', 'device', 'liked', '2'], ['LAPTOP#GENERAL', None, None, '0']]"
Laptop-ACOS/train.txt,it ' s great other than the weak speakers and the touchpad .,"[['LAPTOP#GENERAL', '-1,-1', '7,12', '2'], ['MULTIMEDIA_DEVICES#GENERAL', '33,41', '-1,-1', '0'], ['KEYBOARD#GENERAL', '50,58', '-1,-1', '0']]","[['LAPTOP#GENERAL', None, 'great', '2'], ['MULTIMEDIA_DEVICES#GENERAL', 'speakers', None, '0'], ['KEYBOARD#GENERAL', 'touchpad', None, '0']]"
Laptop-ACOS/train.txt,not only is the touchpad not great in use but it also feels poorly made .,"[['KEYBOARD#OPERATION_PERFORMANCE', '16,24', '25,34', '0'], ['KEYBOARD#DESIGN_FEATURES', '16,24', '60,66', '0']]","[['KEYBOARD#OPERATION_PERFORMANCE', 'touchpad', 'not great', '0'], ['KEYBOARD#DESIGN_FEATURES', 'touchpad', 'poorly', '0']]"
Laptop-ACOS/train.txt,i have been happy with this purchase .,"[['LAPTOP#GENERAL', '-1,-1', '12,17', '0']]","[['LAPTOP#GENERAL', None, 'happy', '0']]"
Laptop-ACOS/train.txt,10 months in my battery will no longer charge .,"[['BATTERY#OPERATION_PERFORMANCE', '16,23', '-1,-1', '0']]","[['BATTERY#OPERATION_PERFORMANCE', 'battery', None, '0']]"
Laptop-ACOS/train.txt,the first week i had my chromebook it locked up .,"[['LAPTOP#OPERATION_PERFORMANCE', '24,34', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'chromebook', None, '0']]"
Laptop-ACOS/train.txt,bought this specific unit because quality is well reviewed here and online albeit at 2x average chrome book price .,"[['LAPTOP#QUALITY', '12,25', '45,49', '2'], ['LAPTOP#PRICE', '12,25', '-1,-1', '0']]","[['LAPTOP#QUALITY', 'specific unit', 'well', '2'], ['LAPTOP#PRICE', 'specific unit', None, '0']]"
Laptop-ACOS/train.txt,look and feel of asus unit seems high quality but keyboard failed in 45 days .,"[['LAPTOP#QUALITY', '17,26', '33,37', '2'], ['KEYBOARD#OPERATION_PERFORMANCE', '50,58', '59,65', '0']]","[['LAPTOP#QUALITY', 'asus unit', 'high', '2'], ['KEYBOARD#OPERATION_PERFORMANCE', 'keyboard', 'failed', '0']]"
Laptop-ACOS/train.txt,"i opened the box after ordering on black friday , and the machine wouldn ' t charge .","[['POWER_SUPPLY#OPERATION_PERFORMANCE', '58,65', '-1,-1', '0']]","[['POWER_SUPPLY#OPERATION_PERFORMANCE', 'machine', None, '0']]"
Laptop-ACOS/train.txt,the battery stopped charging after 3 months .,"[['BATTERY#OPERATION_PERFORMANCE', '4,11', '-1,-1', '0']]","[['BATTERY#OPERATION_PERFORMANCE', 'battery', None, '0']]"
Laptop-ACOS/train.txt,customer service is difficult .,"[['SUPPORT#OPERATION_PERFORMANCE', '0,16', '20,29', '0']]","[['SUPPORT#OPERATION_PERFORMANCE', 'customer service', 'difficult', '0']]"
Laptop-ACOS/train.txt,"also battery life is max 8 hours , not 10 .","[['BATTERY#OPERATION_PERFORMANCE', '5,17', '-1,-1', '0']]","[['BATTERY#OPERATION_PERFORMANCE', 'battery life', None, '0']]"
Laptop-ACOS/train.txt,"however , the resolution could be higher , the scaling is bad , the colors are a bit washy , the weight is off as said earlier , the keys are kinda awkward , travel could be more , and the keys start squeaking soon after use","[['DISPLAY#QUALITY', '14,24', '-1,-1', '1'], ['SOFTWARE#GENERAL', '47,54', '58,61', '0'], ['DISPLAY#GENERAL', '68,74', '85,90', '0'], ['LAPTOP#GENERAL', '-1,-1', '-1,-1', '1'], ['KEYBOARD#GENERAL', '133,137', '148,155', '0'], ['KEYBOARD#QUALITY', '133,137', '-1,-1', '0']]","[['DISPLAY#QUALITY', 'resolution', None, '1'], ['SOFTWARE#GENERAL', 'scaling', 'bad', '0'], ['DISPLAY#GENERAL', 'colors', 'washy', '0'], ['LAPTOP#GENERAL', None, None, '1'], ['KEYBOARD#GENERAL', 'keys', 'awkward', '0'], ['KEYBOARD#QUALITY', 'keys', None, '0']]"
Laptop-ACOS/train.txt,"this product is built well , but it won ' t run the one android app i hoped it would run , and for whatever reason the app and os update download speeds are abysmal .","[['LAPTOP#DESIGN_FEATURES', '5,12', '22,26', '2'], ['LAPTOP#OPERATION_PERFORMANCE', '119,152', '157,164', '0']]","[['LAPTOP#DESIGN_FEATURES', 'product', 'well', '2'], ['LAPTOP#OPERATION_PERFORMANCE', 'app and os update download speeds', 'abysmal', '0']]"
Laptop-ACOS/train.txt,"but , now i realize the design is flawed .","[['LAPTOP#DESIGN_FEATURES', '24,30', '34,40', '0']]","[['LAPTOP#DESIGN_FEATURES', 'design', 'flawed', '0']]"
Laptop-ACOS/train.txt,and the worst customer service ever !,"[['SUPPORT#QUALITY', '14,30', '8,13', '0']]","[['SUPPORT#QUALITY', 'customer service', 'worst', '0']]"
Laptop-ACOS/train.txt,"this laptop was supposed to be in ` ` like new ` ` condition but unfortunately , it was not .","[['LAPTOP#DESIGN_FEATURES', '5,11', '-1,-1', '0']]","[['LAPTOP#DESIGN_FEATURES', 'laptop', None, '0']]"
Laptop-ACOS/train.txt,after updating the software i noticed that the was a lot of backlight bleeding from the display .,"[['DISPLAY#QUALITY', '88,95', '-1,-1', '0']]","[['DISPLAY#QUALITY', 'display', None, '0']]"
Laptop-ACOS/train.txt,"upon further inspection , i had noticed that one of the side speakers was pushed in and the plastic surrounding it had a crack .","[['MULTIMEDIA_DEVICES#DESIGN_FEATURES', '56,69', '-1,-1', '0']]","[['MULTIMEDIA_DEVICES#DESIGN_FEATURES', 'side speakers', None, '0']]"
Laptop-ACOS/train.txt,"only three months in , and the laptop won ' t charge .","[['LAPTOP#OPERATION_PERFORMANCE', '31,37', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'laptop', None, '0']]"
Laptop-ACOS/train.txt,something wrong with the battery .,"[['BATTERY#QUALITY', '25,32', '10,15', '0']]","[['BATTERY#QUALITY', 'battery', 'wrong', '0']]"
Laptop-ACOS/train.txt,the keyboard broke after three months and it has been difficult to get any help from the manufacturer .,"[['KEYBOARD#QUALITY', '4,12', '13,18', '0']]","[['KEYBOARD#QUALITY', 'keyboard', 'broke', '0']]"
Laptop-ACOS/train.txt,the second the screen did not rotate .,"[['DISPLAY#OPERATION_PERFORMANCE', '15,21', '-1,-1', '0']]","[['DISPLAY#OPERATION_PERFORMANCE', 'screen', None, '0']]"
Laptop-ACOS/train.txt,and the screen was changing like creazy .,"[['DISPLAY#OPERATION_PERFORMANCE', '8,14', '33,39', '0']]","[['DISPLAY#OPERATION_PERFORMANCE', 'screen', 'creazy', '0']]"
Laptop-ACOS/train.txt,"worked great for a couple of months , but now the sound goes in and out after a couple minutes of use like watching a video or playing music .","[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '7,12', '2'], ['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '50,55', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, 'great', '2'], ['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'sound', None, '0']]"
Laptop-ACOS/train.txt,but right out the box the battery will not charge .,"[['BATTERY#OPERATION_PERFORMANCE', '26,33', '-1,-1', '0']]","[['BATTERY#OPERATION_PERFORMANCE', 'battery', None, '0']]"
Laptop-ACOS/train.txt,i loved this chromebook but i had to return it bevause it had sound issues .,"[['LAPTOP#GENERAL', '13,23', '2,7', '2'], ['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '62,67', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'chromebook', 'loved', '2'], ['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'sound', None, '0']]"
Laptop-ACOS/train.txt,this worked ok for about a year and then just totally died .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '12,14', '1'], ['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '54,58', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', None, 'ok', '1'], ['LAPTOP#OPERATION_PERFORMANCE', None, 'died', '2']]"
Laptop-ACOS/train.txt,had the chromebook for 1month and 5 days and it stopped charging .,"[['BATTERY#OPERATION_PERFORMANCE', '8,18', '-1,-1', '0']]","[['BATTERY#OPERATION_PERFORMANCE', 'chromebook', None, '0']]"
Laptop-ACOS/train.txt,very good in all respects except a very important one which is the pathetic sound volume especially during movie playback .,"[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '76,88', '67,75', '0']]","[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'sound volume', 'pathetic', '0']]"
Laptop-ACOS/train.txt,"on the higher end for chromebook , but it looked really nice and had a good features and reviews , was in love with it until the power failed last november .","[['LAPTOP#DESIGN_FEATURES', '22,32', '56,60', '2'], ['LAPTOP#DESIGN_FEATURES', '22,32', '71,75', '2'], ['LAPTOP#DESIGN_FEATURES', '22,32', '106,110', '2'], ['POWER_SUPPLY#OPERATION_PERFORMANCE', '129,134', '135,141', '0']]","[['LAPTOP#DESIGN_FEATURES', 'chromebook', 'nice', '2'], ['LAPTOP#DESIGN_FEATURES', 'chromebook', 'good', '2'], ['LAPTOP#DESIGN_FEATURES', 'chromebook', 'love', '2'], ['POWER_SUPPLY#OPERATION_PERFORMANCE', 'power', 'failed', '0']]"
Laptop-ACOS/train.txt,a thoroughly disappointing machine .,"[['LAPTOP#GENERAL', '27,34', '13,26', '0']]","[['LAPTOP#GENERAL', 'machine', 'disappointing', '0']]"
Laptop-ACOS/train.txt,mouse and wi - fi never functioned correctly .,"[['KEYBOARD#OPERATION_PERFORMANCE', '0,5', '18,44', '0'], ['PORTS#OPERATION_PERFORMANCE', '10,17', '18,44', '0']]","[['KEYBOARD#OPERATION_PERFORMANCE', 'mouse', 'never functioned correctly', '0'], ['PORTS#OPERATION_PERFORMANCE', 'wi - fi', 'never functioned correctly', '0']]"
Laptop-ACOS/train.txt,machine periodically crashed .,"[['LAPTOP#OPERATION_PERFORMANCE', '0,7', '21,28', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'machine', 'crashed', '0']]"
Laptop-ACOS/train.txt,"after seven months , the usb - c ports stopped charging .","[['PORTS#OPERATION_PERFORMANCE', '25,38', '-1,-1', '0']]","[['PORTS#OPERATION_PERFORMANCE', 'usb - c ports', None, '0']]"
Laptop-ACOS/train.txt,now the hole thing crashed out of nowhere and i ' m going to lose everything i had on it .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '19,26', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, 'crashed', '0']]"
Laptop-ACOS/train.txt,"+ nice , large screen","[['DISPLAY#DESIGN_FEATURES', '15,21', '2,6', '2'], ['DISPLAY#DESIGN_FEATURES', '15,21', '9,14', '2']]","[['DISPLAY#DESIGN_FEATURES', 'screen', 'nice', '2'], ['DISPLAY#DESIGN_FEATURES', 'screen', 'large', '2']]"
Laptop-ACOS/train.txt,+ good battery life,"[['BATTERY#QUALITY', '7,19', '2,6', '2']]","[['BATTERY#QUALITY', 'battery life', 'good', '2']]"
Laptop-ACOS/train.txt,+ play store compatibility is available now .,"[['SOFTWARE#GENERAL', '2,12', '30,39', '2']]","[['SOFTWARE#GENERAL', 'play store', 'available', '2']]"
Laptop-ACOS/train.txt,"some apps don ' t play well yet , but should with time .","[['SOFTWARE#OPERATION_PERFORMANCE', '0,9', '14,27', '1']]","[['SOFTWARE#OPERATION_PERFORMANCE', 'some apps', ""' t play well"", '1']]"
Laptop-ACOS/train.txt,"- although the screen is nice , the screen ratio is not optimal when using it as a tablet .","[['DISPLAY#GENERAL', '15,21', '25,29', '2'], ['DISPLAY#OPERATION_PERFORMANCE', '36,48', '52,63', '0']]","[['DISPLAY#GENERAL', 'screen', 'nice', '2'], ['DISPLAY#OPERATION_PERFORMANCE', 'screen ratio', 'not optimal', '0']]"
Laptop-ACOS/train.txt,"- 3 months after purchase , the chromebook has issues with the screen flickering constantly and has been sent in to asus for repairs","[['DISPLAY#OPERATION_PERFORMANCE', '63,69', '-1,-1', '0'], ['LAPTOP#OPERATION_PERFORMANCE', '32,42', '-1,-1', '0']]","[['DISPLAY#OPERATION_PERFORMANCE', 'screen', None, '0'], ['LAPTOP#OPERATION_PERFORMANCE', 'chromebook', None, '0']]"
Laptop-ACOS/train.txt,- the rma process needs improvement - buyer must pay to return the product for repair .,"[['HARDWARE#QUALITY', '6,17', '-1,-1', '0']]","[['HARDWARE#QUALITY', 'rma process', None, '0']]"
Laptop-ACOS/train.txt,chromebooks are a waste of time / money .,"[['LAPTOP#GENERAL', '0,11', '18,23', '0']]","[['LAPTOP#GENERAL', 'chromebooks', 'waste', '0']]"
Laptop-ACOS/train.txt,so disappointing to receive the laptop and it wouldn ' t even power up .,"[['LAPTOP#OPERATION_PERFORMANCE', '32,38', '3,16', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'laptop', 'disappointing', '0']]"
Laptop-ACOS/train.txt,"when in use , the lower screen is flickering .","[['DISPLAY#OPERATION_PERFORMANCE', '24,30', '-1,-1', '0']]","[['DISPLAY#OPERATION_PERFORMANCE', 'screen', None, '0']]"
Laptop-ACOS/train.txt,"i contacted asus support twice so far , however , they are not able to provide a solution to choppy video .","[['SUPPORT#GENERAL', '12,24', '-1,-1', '0']]","[['SUPPORT#GENERAL', 'asus support', None, '0']]"
Laptop-ACOS/train.txt,the performance of my chromebook is the issue .,"[['LAPTOP#OPERATION_PERFORMANCE', '22,32', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'chromebook', None, '0']]"
Laptop-ACOS/train.txt,video playback is poor with the amazon prime video player .,"[['SOFTWARE#OPERATION_PERFORMANCE', '32,57', '18,22', '0']]","[['SOFTWARE#OPERATION_PERFORMANCE', 'amazon prime video player', 'poor', '0']]"
Laptop-ACOS/train.txt,great device until battery won ' t charge .,"[['LAPTOP#GENERAL', '6,12', '0,5', '2'], ['BATTERY#QUALITY', '19,26', '-1,-1', '2']]","[['LAPTOP#GENERAL', 'device', 'great', '2'], ['BATTERY#QUALITY', 'battery', None, '2']]"
Laptop-ACOS/train.txt,really disappointing results with sound volume and volume consistency .,"[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '34,46', '7,20', '0'], ['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '51,69', '7,20', '0']]","[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'sound volume', 'disappointing', '0'], ['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'volume consistency', 'disappointing', '0']]"
Laptop-ACOS/train.txt,"the aluminum body looks great , but feels cheap and thin .","[['HARDWARE#DESIGN_FEATURES', '4,17', '24,29', '2'], ['HARDWARE#DESIGN_FEATURES', '4,17', '42,47', '2'], ['HARDWARE#DESIGN_FEATURES', '4,17', '52,56', '2']]","[['HARDWARE#DESIGN_FEATURES', 'aluminum body', 'great', '2'], ['HARDWARE#DESIGN_FEATURES', 'aluminum body', 'cheap', '2'], ['HARDWARE#DESIGN_FEATURES', 'aluminum body', 'thin', '2']]"
Laptop-ACOS/train.txt,speakers are weak and the volume range tops off half way .,"[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '0,8', '13,17', '0']]","[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'speakers', 'weak', '0']]"
Laptop-ACOS/train.txt,i just fear for the long term ruggedness of the exterior .,"[['HARDWARE#GENERAL', '48,56', '7,11', '0']]","[['HARDWARE#GENERAL', 'exterior', 'fear', '0']]"
Laptop-ACOS/train.txt,"after 3 weeks using this flip , i am quite happy with its performance , design .","[['LAPTOP#OPERATION_PERFORMANCE', '25,29', '43,48', '2'], ['LAPTOP#DESIGN_FEATURES', '25,29', '43,48', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', 'flip', 'happy', '2'], ['LAPTOP#DESIGN_FEATURES', 'flip', 'happy', '2']]"
Laptop-ACOS/train.txt,"it ' s easy to use , convenient .","[['LAPTOP#USABILITY', '-1,-1', '7,11', '2'], ['LAPTOP#USABILITY', '-1,-1', '21,31', '2']]","[['LAPTOP#USABILITY', None, 'easy', '2'], ['LAPTOP#USABILITY', None, 'convenient', '2']]"
Laptop-ACOS/train.txt,"the keyboard is comfortable to type with backlit , screen quality is good enough for me .","[['KEYBOARD#DESIGN_FEATURES', '4,12', '16,27', '2'], ['DISPLAY#QUALITY', '51,65', '69,73', '2']]","[['KEYBOARD#DESIGN_FEATURES', 'keyboard', 'comfortable', '2'], ['DISPLAY#QUALITY', 'screen quality', 'good', '2']]"
Laptop-ACOS/train.txt,"thin , light , cool are what i feel when holding it and carry around .","[['LAPTOP#DESIGN_FEATURES', '-1,-1', '0,4', '2'], ['LAPTOP#DESIGN_FEATURES', '-1,-1', '7,12', '2'], ['LAPTOP#DESIGN_FEATURES', '-1,-1', '15,19', '2']]","[['LAPTOP#DESIGN_FEATURES', None, 'thin', '2'], ['LAPTOP#DESIGN_FEATURES', None, 'light', '2'], ['LAPTOP#DESIGN_FEATURES', None, 'cool', '2']]"
Laptop-ACOS/train.txt,"the reason for 3 stars is due to that i have a rickety feeling when touching middle of the right side frame of the screen , it doesn ' t affect to screen , i am not sure it is faulty or normal , kind of uncomfortable to hold in tablet mode .","[['LAPTOP#USABILITY', '228,239', '203,216', '0']]","[['LAPTOP#USABILITY', 'tablet mode', 'uncomfortable', '0']]"
Laptop-ACOS/train.txt,the screen is nice .,"[['DISPLAY#GENERAL', '4,10', '14,18', '2']]","[['DISPLAY#GENERAL', 'screen', 'nice', '2']]"
Laptop-ACOS/train.txt,google play support is lip service only .,"[['SUPPORT#QUALITY', '0,19', '-1,-1', '0']]","[['SUPPORT#QUALITY', 'google play support', None, '0']]"
Laptop-ACOS/train.txt,the problem dinvolves the headphone jack .,"[['MULTIMEDIA_DEVICES#GENERAL', '26,40', '-1,-1', '0']]","[['MULTIMEDIA_DEVICES#GENERAL', 'headphone jack', None, '0']]"
Laptop-ACOS/train.txt,it would not charge at all !,"[['BATTERY#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['BATTERY#OPERATION_PERFORMANCE', None, None, '0']]"
Laptop-ACOS/train.txt,this is a great laptop .,"[['LAPTOP#GENERAL', '16,22', '10,15', '2']]","[['LAPTOP#GENERAL', 'laptop', 'great', '2']]"
Laptop-ACOS/train.txt,it has a weird smell that ' s why i ' m giving it 3 stars .,"[['LAPTOP#DESIGN_FEATURES', '-1,-1', '9,14', '0']]","[['LAPTOP#DESIGN_FEATURES', None, 'weird', '0']]"
Laptop-ACOS/train.txt,i wanted a large screen laptop with backlit keyboard and a lot of memory and this computer does not disappoint .,"[['DISPLAY#DESIGN_FEATURES', '17,23', '11,16', '2'], ['KEYBOARD#GENERAL', '36,52', '-1,-1', '2'], ['MEMORY#GENERAL', '66,72', '-1,-1', '2']]","[['DISPLAY#DESIGN_FEATURES', 'screen', 'large', '2'], ['KEYBOARD#GENERAL', 'backlit keyboard', None, '2'], ['MEMORY#GENERAL', 'memory', None, '2']]"
Laptop-ACOS/train.txt,the notebook is decent .,"[['LAPTOP#GENERAL', '4,12', '16,22', '2']]","[['LAPTOP#GENERAL', 'notebook', 'decent', '2']]"
Laptop-ACOS/train.txt,"it is easy to use , light , and you have the ability to download apps for just about any need .","[['LAPTOP#PORTABILITY', '-1,-1', '6,10', '2'], ['LAPTOP#DESIGN_FEATURES', '-1,-1', '20,25', '2']]","[['LAPTOP#PORTABILITY', None, 'easy', '2'], ['LAPTOP#DESIGN_FEATURES', None, 'light', '2']]"
Laptop-ACOS/train.txt,"however , the bluetooth is a nightmare .","[['PORTS#GENERAL', '14,23', '29,38', '0']]","[['PORTS#GENERAL', 'bluetooth', 'nightmare', '0']]"
Laptop-ACOS/train.txt,it just stopped working in the middle of my paper i was writing .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '0']]"
